activation,lemma,present_phones,past_phones
2.9478461742401123,zigzag,Z IH G Z AE G,Z IH G Z AE G D
2.1730644702911377,abolish,AH B AA L IH SH,AH B AA L IH SH T
1.3715155124664307,allude,AH L UW D,AH L UW D IH D
1.3293904066085815,allot,AH L AA T,AH L AA T IH D
1.260346531867981,fulfil,F UH L F IH L,F UH L F IH L D
1.2311228513717651,addle,AE D AH L,AE D AH L D
1.149288535118103,abut,AH B AH T,AH B AH T IH D
1.1354942321777344,elope,IH L OW P,IH L OW P D
0.9977210760116577,elapse,IH L AE P S,IH L AE P S T
0.9692873954772949,elude,IH L UW D,IH L UW D IH D
0.9113143682479858,accommodate,AH K AA M AH D EY T,AH K AA M AH D EY T IH D
0.8741859197616577,elate,IH L EY T,IH L EY T AH D
0.8562463521957397,erode,IH R OW D,IH R OW D AH D
0.8482788801193237,ennoble,IH N OW B AH L,IH N OW B AH L D
0.7963153123855591,assume,AH S UW M,AH S UW M D
0.7905939817428589,mismatch,M IH S M AE CH,M IH S M AE CH T
0.7635666131973267,unaffiliate,AH N AH F IH L IY EY T,AH N AH F IH L IY EY T IH D
0.761474609375,stoke,S T OW K,S T OW K T
0.7456830739974976,misspeak,M IH S S P IY K,M IH S S P OW K
0.7205694913864136,slide,S L AY D,S L IH D
0.7151143550872803,allay,AH L EY,AH L EY D
0.7126542329788208,attune,AH T UW N,AH T UW N D
0.6970913410186768,smoke,S M OW K,S M OW K T
0.6827073097229004,plane,P L EY N,P L EY N D
0.6494408845901489,slight,S L AY T,S L AY T IH D
0.6468154191970825,flop,F L AA P,F L AA P T
0.6424083709716797,abash,AH B AE SH,AH B AE SH T
0.6385525465011597,please,P L IY Z,P L IY Z D
0.590575098991394,stake,S T EY K,S T EY K T
0.5518070459365845,clad,K L AE D,K L AE D
0.5418820381164551,erase,IH R EY S,IH R EY S T
0.5346479415893555,alert,AH L ER T,AH L ER T IH D
0.5158442258834839,slog,S L AA G,S L AA G D
0.4918734133243561,plague,P L EY G,P L EY G D
0.48820433020591736,stone,S T OW N,S T OW N D
0.484794944524765,grain,G R EY N,G R EY N D
0.4831027090549469,compute,K AH M P Y UW T,K AH M P Y UW T AH D
0.4776836931705475,groin,G R OY N,G R OY N D
0.46281561255455017,morph,M AO R F,M AO R F T
0.4319323003292084,await,AH W EY T,AH W EY T IH D
0.39107826352119446,slot,S L AA T,S L AA T IH D
0.3806840479373932,spook,S P UW K,S P UW K T
0.35393771529197693,slug,S L AH G,S L AH G D
0.324327677488327,team,T IY M,T IY M D
0.2717079818248749,fork,F AO R K,F AO R K T
0.16243323683738708,seesaw,S IY S AO,S IY S AO D
0.12563470005989075,abide,AH B AY D,AH B OW D
